,0,neg,neu,pos,compound
272,['Heres what were hoping to see from this supposed Samsung Galaxy Book S at the SamsungEvent in a little while '],0.0,0.865,0.135,0.4215
273,['The SamsungEvent kicks off in one hour Brace yourselves for the muchanticipated Note 10Follow Samsungs lives '],0.0,1.0,0.0,0.0
274,['Which new Samsung device are you most looking forward to '],0.0,1.0,0.0,0.0
275,['SamsungUnpacked kicks off in just minutes Ready to see the Galaxy Note 10 for the first time So are we '],0.0,0.889,0.111,0.3612
276,['Shh Its starting samsungunpacked2019 '],0.0,1.0,0.0,0.0
277,['Galaxy Note 10 Samsung hopes to strike the right Note '],0.113,0.677,0.211,0.3182
278,['Samsungs built a smaller Galaxy Note 10 and we can tell you all about it '],0.0,1.0,0.0,0.0
279,['Samsung Galaxy Note 10 Galaxy Note 10 Specs Official galaxynote10 '],0.0,1.0,0.0,0.0
280,[' Samsung is opening the S Pen SDK for developers to implement more functionality Note 10 users will also b '],0.0,1.0,0.0,0.0
281,['Samsung Galaxy Note 10 and Note 10 Official PreOrders Start Tomorrow for 949'],0.0,1.0,0.0,0.0
282,[' Samsung partnered with  so that gamers can communicate with their friends while playing multipl '],0.0,0.741,0.259,0.5994
283,['RT  This is how AR Doodle looks on the Samsung Galaxy Note 10 Plus Its sort of like Instagram or Snapchat filters but you make'],0.0,0.937,0.063,0.154
284,['  Samsung is partnering with  for integrated experiences between mobile and laptop dev '],0.0,1.0,0.0,0.0
285,['   With the tap of a button Samsung users will be able to mirror their screens on '],0.0,1.0,0.0,0.0
286,['    Samsung DeX can now work with Windows laptops and MacBooks with just a USBC cable'],0.0,1.0,0.0,0.0
287,['    Samsung just announced a new laptop called the Galaxy Book S powered by th '],0.0,1.0,0.0,0.0
288,['     Samsung claims the Galaxy Book S has a battery life of 23 hours'],0.0,1.0,0.0,0.0
289,['RT  The Galaxy Watch Active 2 does a cameo alongside the GalaxyNote10 at the SamsungEvent '],0.0,0.828,0.172,0.4019
290,['     The Samsung Galaxy Book S priced at 999 and it will be availabl '],0.0,1.0,0.0,0.0
291,['     The Samsung Galaxy Note 10 starts at a price of 949 whereas the '],0.0,1.0,0.0,0.0
292,['Heres every official detail on Samsungs new laptop the Samsung Galaxy Book S  '],0.0,1.0,0.0,0.0
293,[' Or maybe Drake shows up to announce a Samsung streaming service'],0.0,1.0,0.0,0.0
294,['     That was all from the Samsung Unpacked 2019 event We will send '],0.0,1.0,0.0,0.0
295,['Developing our first take on the Samsung Galaxy Book S  '],0.0,1.0,0.0,0.0
296,['Samsung just announced that the GalaxyNote10 series will be priced starting Rs 69999 in India Heres a specs com '],0.0,1.0,0.0,0.0
297,['Samsungs new SPen is more magic wand than stylus  '],0.0,1.0,0.0,0.0
298,['Heres every official detail on Samsungs new laptop the Samsung Galaxy Book S  '],0.0,1.0,0.0,0.0
299,['If you want an Apple Watch but dont have an iPhone then your best bet might be the Samsung Galaxy Watch Active 2 '],0.0,0.656,0.344,0.8885
300,['Samsungs biggest phone yet  in more ways than one '],0.0,1.0,0.0,0.0
301,['Samsung Galaxy Note 10 isnt for you if youre into mobile virtual reality  '],0.0,1.0,0.0,0.0
302,['Samsung Still Working to Refine and Enhance BixbyPowered Galaxy Home Speaker'],0.0,1.0,0.0,0.0
303,['Samsungs Galaxy Home smart speaker is still in development a year after being announced '],0.0,0.828,0.172,0.4019
304,['Samsung Galaxy S11s chipset may have just been benchmarked  '],0.0,1.0,0.0,0.0
305,['Samsung just announced a 108 MP image sensor for smartphones'],0.0,1.0,0.0,0.0
306,['Hands on Samsung Galaxy Book S review  '],0.0,1.0,0.0,0.0
307,['Samsung Galaxy Book S vs Microsoft Surface Pro 6  '],0.0,1.0,0.0,0.0
308,['Move over 64MP Samsung unveils 108MP camera sensor destined for Xiaomi phone  '],0.0,1.0,0.0,0.0
309,['Samsung Still Cutting 600 Off Note 10 With Select TradeIns Ups Galaxy S9 Value to 350 galaxynote10 '],0.075,0.804,0.121,0.2263
310,['Samsung Galaxy Watch Active 2 vs Apple Watch 4 which smartwatch is for you  '],0.0,0.816,0.184,0.4019
311,[' s camera tests claim that Samsungs GalaxyNote10Plus shoots better photos than the HuaweiP30Pro'],0.0,0.805,0.195,0.4404
312,['New Samsung phone battery tech could be a huge boost to Galaxy S12  '],0.0,0.688,0.312,0.6124
313,['Samsung Galaxy A10 is about to receive a newer better sibling  '],0.0,0.775,0.225,0.4404
314,['Samsung Said to be Readying Graphene Batteries Capable of Insanely Fast Charge Times'],0.0,0.822,0.178,0.3818
315,['Samsung phone leak points to whopping 108MP camera  but is it real  '],0.124,0.876,0.0,-0.1779
316,['Samsung Galaxy Note 10 review  by  ']-,0.0,1.0,0.0,0.0
317,['Samsung Galaxy Note 10 Plus unboxing and first 24 hours  '],0.0,1.0,0.0,0.0
318,['Samsung Galaxy Tab A 105 2018 review  '],0.0,1.0,0.0,0.0
319,['Samsung phone leak points to whopping 108MP camera  but is it real  '],0.124,0.876,0.0,-0.1779
320,['RT  My first 24 hours w Samsung Galaxy Note 10 on  Loving almost everything especially the three camera perspectiv'],0.0,0.813,0.187,0.5994
321,['Lets take a look at those iPhone Pro rumors and how they may affect Samsung shall we  '],0.0,1.0,0.0,0.0
322,[' is worried that Samsung will benefit from the USChina trade war Report '],0.303,0.547,0.149,-0.4767
323,['Leaks suggest graphene will supercharge future Samsung phone batteries  '],0.0,1.0,0.0,0.0
324,['Our initial thoughts on the Samsung Galaxy Note 10  '],0.0,1.0,0.0,0.0
325,['How to disable Bixby on your Samsung phone and Samsung TV  '],0.0,1.0,0.0,0.0
326,['Samsung Wins Today With Their Green Bubble GIFs'],0.0,0.654,0.346,0.5719
327,['Samsung probably got a lot of wedgies in high school '],0.0,1.0,0.0,0.0
328,['Samsung probably got a lot of wedgies in high school '],0.0,1.0,0.0,0.0
329,['Samsung is so weird sometimes']-------,0.359,0.641,0.0,-0.3052
330,['Samsung Galaxy Note 10 Plus ongoing camera review and the first 72 hours  '],0.0,1.0,0.0,0.0
331,['Microsoft admits the Windows 10 Your Phone app works best with Samsung Galaxy Note 10  '],0.0,0.686,0.314,0.7506
332,['Samsungs Note 10 is available today starting at 949  by  '],0.0,1.0,0.0,0.0
333,['Video Appears to Show Off Samsungs One UI 20 Running Atop Android 10'],0.0,1.0,0.0,0.0
334,['Windows and Mac Apps for Samsungs DeX are Live '],0.0,1.0,0.0,0.0
335,['If you own a Samsung Galaxy phone on Verizon youre likely getting the August patch right now'],0.0,1.0,0.0,0.0
336,['Windows and Mac apps for Samsungs DeX arrive '],0.0,1.0,0.0,0.0
337,['If the iPhone Pro exists itll be a XXL version of the Apple phone Would that challenge Samsungs success with '],0.0,0.783,0.217,0.6124
338,['The S Pen was always more than the little plasticandrubber sticks that with olds PDAs but this time Samsung has '],0.0,1.0,0.0,0.0
339,['4 12 s Our Samsung Galaxy Note 10 Plus review  '],0.0,1.0,0.0,0.0
340,['Fast charging tipped to be one of the key features of the Samsung Galaxy A90  '],0.0,1.0,0.0,0.0
341,['The  GalaxyA10S can be purchased across all retail stores eShop Samsung Opera House and all major leadi '],0.0,1.0,0.0,0.0
342,['Samsung Keeps Note 10s 600Off Trade Deal Alive Adds 4 Months Free YouTube Premium GalaxyNote10 '],0.0,0.688,0.312,0.7096
343,['Samsung still offering 600 off Galaxy Note 10 purchases with eligible tradeins '],0.0,1.0,0.0,0.0
344,['The end of OLED TVs How Samsungs QDOLED hybrid could shake up the market  '],0.108,0.892,0.0,-0.1779
345,['Samsung Galaxy Note 10 Review It Doesnt Get Much Better Than This'],0.179,0.821,0.0,-0.3412
346,['Samsung Galaxy Home release date hopes finally raised by beta rollout '],0.0,0.797,0.203,0.4215
347,['Samsung Galaxy S11 series leaks hint at another foldable phone and at least three 5G smartphones '],0.0,1.0,0.0,0.0
348,['iPhone 11 could have its own competitor to Samsungs Live Focus Video  '],0.0,1.0,0.0,0.0
349,['Samsungs first Bixby speaker still isnt out but now theres a mini version '],0.0,1.0,0.0,0.0
350,['Samsungs first Bixby speaker still isnt out but now theres a mini version '],0.0,1.0,0.0,0.0
351,['This is exactly why your Samsung Galaxy Note 10 needs a case  '],0.0,1.0,0.0,0.0
352,['Samsungs Galaxy Fold could relaunch next week ending months of delays '],0.0,1.0,0.0,0.0
353,['Is Samsung going to sneak in a Galaxy Fold relaunch before Apple can debut the iPhone 11  '],0.0,1.0,0.0,0.0
354,['The next Samsung 5G phone could be the Galaxy A90  '],0.0,1.0,0.0,0.0
355,['Samsung GalaxyM30s with whopper of a 6000 mAh battery to arrive on 18 September  '],0.0,1.0,0.0,0.0
356,['Samsungs just launched GalaxyA90 brings 5G support and a topend Snapdragon 855 chipset along with a triple rear '],0.0,0.781,0.219,0.4939
357,['Samsung is supposedly working on a much cooler folding phone  '],0.0,1.0,0.0,0.0
358,['Samsung is supposedly working on a much cooler folding phone  '],0.0,1.0,0.0,0.0
359,['Samsung Galaxy Watch Active 2 release date set for UK  and its ahead of the US  '],0.0,0.847,0.153,0.4019
360,['Samsung Galaxy Fold release date is September 6 according to new leak  '],0.179,0.821,0.0,-0.34
361,['Discord Integration Arrives for Samsungs Game Launcher App'],0.0,1.0,0.0,0.0
362,['Samsungs Galaxy Fold is Back Available for Purchase This Month galaxyfold '],0.0,1.0,0.0,0.0
363,['Samsungs Galaxy Fold arrives in Korea September 6 US in coming weeks  by  '],0.0,1.0,0.0,0.0
364,['Samsung Galaxy Fold to launch in Korea on Sept 6 no official US release date listed yet  '],0.121,0.879,0.0,-0.296
365,['Samsung Galaxy Fold gets a release date redo starting September 6  '],0.0,1.0,0.0,0.0
366,['Samsung confirms that GalaxyFold will be available for purchase in Korea starting tomorrow  '],0.0,1.0,0.0,0.0
367,['Samsung launches GalaxyA905G in Korea at a price of 899900 WON which roughly translates to Rs 53000 '],0.0,0.783,0.217,0.6633
368,['Samsung Galaxy Fold UK launch date revealed '],0.0,1.0,0.0,0.0
369,['Can you spot the upgrades on the new Samsung Galaxy Fold  '],0.0,1.0,0.0,0.0
370,['Samsung Finally Cancels Original Galaxy Fold PreOrders Offers 250 Credit galaxyfold '],0.12,0.57,0.31,0.4588
371,['HDR10 finally gets the 8K treatment  but only on Samsung TVs  '],0.0,1.0,0.0,0.0
372,['After announcing Galaxy Fold release date Samsung cancels older preorders  by  '],0.147,0.853,0.0,-0.2263
373,['Can you spot the upgrades on the new Samsung Galaxy Fold  '],0.0,1.0,0.0,0.0
374,['The Samsung Galaxy Fold is back  but whats changed for the rerelease Our handson with the refined version '],0.0,1.0,0.0,0.0
375,['Samsung Galaxy Fold preorders have been canceled just before release date  '],0.0,1.0,0.0,0.0
376,['Samsung Galaxy Tab S6 now available in the US Galaxy Watch Active 2 up for preorder  '],0.0,0.847,0.153,0.4019
377,['  what are the samsung issues as for iphone vs p4 we wont have any good idea until next m '],0.112,0.888,0.0,-0.3412
378,['Samsung Says Hundreds of Apps Now Optimized for Galaxy Fold galaxyfold '],0.0,0.786,0.214,0.4588
379,['With its 6000 mAh battery the Samsung GalaxyM30s might just be the phone to end all your battery life woes Ther '],0.121,0.879,0.0,-0.4404
380,['RT  Shame Shame Shame Samsung  WefiesNokia  BothfiesHuawei  GroufiesApple  Slofies'],0.608,0.392,0.0,-0.8519
381,['Samsungs 5G 8K TV promises to make Netflix streaming faster than ever '],0.0,0.822,0.178,0.3818
382,['All the phone companies not named Apple and Samsung that you should care about '],0.0,0.814,0.186,0.4939
383,['All the phone companies not named Apple and Samsung that you should care about '],0.0,0.814,0.186,0.4939
384,['The best Android tablet on the market our review of the Samsung Galaxy Tab S6  '],0.0,0.781,0.219,0.6369
385,['Samsung just released a smaller version of its famouslyhuge phone the Galaxy Note 10 Here are the differences be '],0.0,1.0,0.0,0.0
386,['Samsung Galaxy S11 could have a key iPhone 11 camera feature  '],0.0,1.0,0.0,0.0
387,['Samsung Galaxy S11 could have a key iPhone 11 camera feature  '],0.0,1.0,0.0,0.0
388,['Huawei Samsung Oppo LG and OnePlus have all made 5G phones so why is Apple behind   '],0.0,1.0,0.0,0.0
389,['All the phone companies not named Apple and Samsung that you should care about '],0.0,0.814,0.186,0.4939
390,['Samsungs Galaxy Tab S6 combines creative flexibility with great design  by  '],0.0,0.489,0.511,0.8555
391,['Report Samsung Launching Android 10 Beta Next Month'],0.0,1.0,0.0,0.0
392,[' Samsung GalaxyM30s has been announced in two variants  6 GB RAM  128 GB storage priced at Rs 1699 '],0.0,1.0,0.0,0.0
393,[' Samsung GalaxyM10s comes in a single variant with 3 GB RAM and 32 GB storage which is priced at Rs '],0.0,1.0,0.0,0.0
394,['How big is too big Samsung CRG9 review  '],0.0,1.0,0.0,0.0
395,['The Galaxy Fold is still extremely fragile and Samsung knows it  '],0.0,1.0,0.0,0.0
396,['The Galaxy Fold is still extremely fragile and Samsung knows it  '],0.0,1.0,0.0,0.0
397,['How big is too big Samsung CRG9 review '],0.0,1.0,0.0,0.0
398,['We know this will make some of you very cross but the best smartphone right now is STILL the Samsung Galaxy S10 Pl '],0.0,0.799,0.201,0.7783
399,['The Samsung Galaxy Fold finally goes on sale this week again '],0.0,1.0,0.0,0.0
400,['Five months later Samsungs Galaxy Fold arrives this week  by  '],0.0,1.0,0.0,0.0
401,['The Samsung Galaxy Fold finally goes on sale this week again '],0.0,1.0,0.0,0.0
402,['Samsung Galaxy S10 gets DeX support and Note 10 camera features  '],0.0,0.803,0.197,0.4019
403,['Samsungs new camera sensor has the tiniest pixels ever  '],0.0,1.0,0.0,0.0
404,['samsunggalaxys10 series gets Night sight mode for selfies live focus video and more Report '],0.0,1.0,0.0,0.0
405,['Samsung will let Galaxy Fold owners replace their screens once for 149  '],0.0,1.0,0.0,0.0
406,['Samsung Galaxy Fold take two  by  ']--,0.0,1.0,0.0,0.0
407,['Samsung Galaxy Tab S6 review flashy hardware let down by sloppy software  '],0.0,1.0,0.0,0.0
408,['Your Samsung Galaxy S10 is about to get better with these Note 10 features  '],0.0,0.828,0.172,0.4404
409,['Samsung Galaxy Tab S6 review flashy hardware let down by sloppy software  '],0.0,1.0,0.0,0.0
410,['RT  Samsung Galaxy Tab S6 review master entertainer amateur worker '],0.0,0.794,0.206,0.3818
411,['Samsung Galaxy S11 camera could have a 108MP sensor as well as a powerful zoom  '],0.0,0.71,0.29,0.5994
412,['Samsung Galaxy Note 10 Lite could be in the works  '],0.0,1.0,0.0,0.0
413,['Samsung had to fix one thing with the Galaxy Watch Active2 '],0.0,1.0,0.0,0.0
414,['Our full Samsung Galaxy Watch Active 2 review  '],0.0,0.722,0.278,0.4019
415,['Samsung had to fix one thing with the Galaxy Watch Active2 '],0.0,1.0,0.0,0.0
416,['Redesigned Samsung Galaxy Fold units have totally new ways of breaking  '],0.0,1.0,0.0,0.0
417,['Lets unbox Samsungs 1980 Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0
418,['The refined Samsung Galaxy Fold is officially available in the US  '],0.0,1.0,0.0,0.0
419,['Samsung Galaxy Note 10 Lite could be in the works  '],0.0,1.0,0.0,0.0
420,['Samsungs new rebooted Galaxy arrives this week with one job it just needs to not break '],0.0,1.0,0.0,0.0
421,['Samsung Galaxy Tab S6 review flashy hardware let down by sloppy software  '],0.0,1.0,0.0,0.0
422,['Redesigned Samsung Galaxy Fold units have totally new ways of breaking  '],0.0,1.0,0.0,0.0
423,['And the Samsung Galaxy Fold breaks again  '],0.0,1.0,0.0,0.0
424,['The best smartphone right now is the Samsung Galaxy S10 Plus  '],0.0,0.724,0.276,0.6369
425,['Samsung Galaxy S11 camera could have a 108MP sensor as well as a powerful zoom  '],0.0,0.71,0.29,0.5994
426,['Samsung Galaxy Watch Active 2 review  '],0.0,0.649,0.351,0.4019
427,['Samsung phones now work with wireless Android Auto  '],0.0,1.0,0.0,0.0
428,['Samsung pulls the plug on Chinese smartphone production  by  '],0.0,1.0,0.0,0.0
429,['Samsung phones now work with wireless Android Auto  '],0.0,1.0,0.0,0.0
430,['Samsung Pay Gets International Money Transfers'],0.219,0.781,0.0,-0.1027
431,['Priced at Rs 164999 Samsung GalaxyFold is now open for prebooking Here is all you need to know '],0.0,1.0,0.0,0.0
432,['Samsungs Galaxy Home Bixby speaker quietly missed another launch date  '],0.18,0.82,0.0,-0.296
433,['The Galaxy Fold fell short of Samsungs claims in folding torture test  '],0.245,0.755,0.0,-0.5994
434,['This Samsung Galaxy Fold stunt filled me with hope and joy  '],0.0,0.599,0.401,0.7717
435,['The Wall is here you can now put Samsungs 292inch TV in your living room  '],0.0,1.0,0.0,0.0
436,['Samsung Galaxy Home speaker will it ever be released '],0.0,1.0,0.0,0.0
437,['The Wall is here you can now put Samsungs 292inch TV in your living room '],0.0,1.0,0.0,0.0
438,['The Galaxy Fold fell short of Samsungs claims in folding torture test  '],0.245,0.755,0.0,-0.5994
439,['Samsungs new Chromebook 4 offers a refined design USBC charging and now comes in two sizes '],0.0,1.0,0.0,0.0
440,['You can save 150 on this Samsung 4K TV and JBL soundbar bundle '],0.0,0.802,0.198,0.4939
441,['Samsung Galaxy S11 could land on February 18  '],0.0,1.0,0.0,0.0
442,['iFixits new Galaxy Fold teardown shows exactly how Samsung tried to fix the Fold  '],0.0,1.0,0.0,0.0
443,['Samsungs new Chromebook 4 offers a refined design USBC charging and now comes in two sizes '],0.0,1.0,0.0,0.0
444,['iFixits new Galaxy Fold teardown shows exactly how Samsung tried to fix the Fold  '],0.0,1.0,0.0,0.0
445,['If youre interested in purchasing the  Galaxy Fold you can buy it from the official Samsung online s '],0.0,0.863,0.137,0.4019
446,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
447,['Samsung Confirms One UI 20 Coming Soon to Galaxy S10 Lineup'],0.0,1.0,0.0,0.0
448,['Samsung Galaxy S11 could have some serious camera upgrades  '],0.126,0.874,0.0,-0.0772
449,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
450,['Samsungs GalaxyFold nightmare continues A user has reported that the company logo on the hinge of the folding '],0.0,1.0,0.0,0.0
451,['A Samsung NVMe SSD 970 EVO Plus is the right fit for todays storagehungry games  ad '],0.0,0.865,0.135,0.3612
452,['Samsung confirms Unlocked ATampT and TMobile Galaxy S10 S10 and S10e models will have first dibs at the Android '],0.0,1.0,0.0,0.0
453,['Samsung Portable SSD T5 is the games library you can fit in your pocket  ad '],0.0,0.857,0.143,0.3612
454,['Samsung Galaxy Note 10 Lite could be real and coming in two shades  '],0.0,1.0,0.0,0.0
455,['DEAL Samsung Offers 500 Off Galaxy Note 10 With Select TradeIn Throwing in Free 200 Credit or Wearable Bundle '],0.0,0.753,0.247,0.7096
456,['Life with the Samsung Galaxy Fold  by  '],0.0,1.0,0.0,0.0
457,['Samsungs Galaxy Watch Active 2 is a solid smartwatch for Android users  by  '],0.0,0.699,0.301,0.5106
458,['Samsung Galaxy Watch Active 2 review good is as good as it gets  '],0.0,0.541,0.459,0.8176
459,['Samsungs Galaxy Fold concierge service is live in the US for those who need it  by  '],0.0,1.0,0.0,0.0
460,['Samsung launches Android 10 beta for Galaxy S10 devices  '],0.0,1.0,0.0,0.0
461,['Samsung opens Android 10 One UI beta ahead of final launch  by  '],0.0,1.0,0.0,0.0
